Tempo;aX;aY;aZ;Punch Type
21:16:53;1.478.750;0.5000;0.0000;Uppercut (gancho)
21:16:53;1.478.125;0.5000;0.1250;Uppercut (gancho)
21:16:54;1.478.125;0.4375;0.1250;Uppercut (gancho)
21:16:54;1.478.125;0.4375;0.1875;Uppercut (gancho)
21:16:54;1.476.875;0.4375;0.2500;Uppercut (gancho)
21:16:54;1.476.250;0.4375;0.2500;Uppercut (gancho)
21:16:54;1.476.250;0.3750;0.3125;Uppercut (gancho)
21:16:54;1.476.250;0.3750;0.3125;Uppercut (gancho)
21:16:54;1.475.625;0.3750;0.3125;Uppercut (gancho)
21:16:54;1.475.000;0.3750;0.3750;Uppercut (gancho)
21:16:54;1.474.375;0.3750;0.3750;Uppercut (gancho)
21:16:54;1.473.750;0.3750;0.3750;Uppercut (gancho)
21:16:55;1.473.750;0.3125;0.3750;Uppercut (gancho)
21:16:55;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:55;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:55;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:55;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:55;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:55;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:55;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:55;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:55;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:56;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:56;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:56;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:56;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:56;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:16:56;1.473.750;0.3125;0.4375;Uppercut (gancho)
21:17:43;0.0000;0.0000;0.0000;Uppercut (gancho)
21:17:43;0.0000;0.0000;0.0000;Uppercut (gancho)
21:17:43;0.0000;0.0000;0.0000;Uppercut (gancho)
21:17:43;0.0000;0.0000;0.0000;Uppercut (gancho)
21:17:43;0.0000;0.0000;0.0000;Uppercut (gancho)
21:17:43;0.0000;0.0000;0.0000;Uppercut (gancho)
21:17:43;1.141.875;690.000;778.750;Uppercut (gancho)
21:17:44;1.218.750;726.250;792.500;Uppercut (gancho)
21:17:44;1.290.625;747.500;802.500;Uppercut (gancho)
21:17:44;1.343.125;764.375;792.500;Uppercut (gancho)
21:17:44;1.401.250;772.500;741.875;Uppercut (gancho)
21:17:44;1.455.000;771.250;684.375;Uppercut (gancho)
21:17:44;1.520.625;773.125;638.125;Uppercut (gancho)
21:17:44;1.581.875;777.500;546.250;Uppercut (gancho)
21:17:44;1.635.625;781.250;413.750;Uppercut (gancho)
21:17:44;1.668.750;778.750;321.250;Uppercut (gancho)
21:17:44;1.688.125;773.750;205.000;Uppercut (gancho)
21:17:45;1.690.625;771.250;126.250;Uppercut (gancho)
21:17:45;1.676.250;780.000;68.125;Uppercut (gancho)
21:17:45;1.603.125;790.625;148.125;Uppercut (gancho)
21:17:45;1.503.750;798.125;185.625;Uppercut (gancho)
21:17:45;1.346.250;817.500;286.875;Uppercut (gancho)
21:17:45;1.135.000;811.250;400.625;Uppercut (gancho)
21:17:45;935.625;786.875;388.750;Uppercut (gancho)
21:17:45;736.875;759.375;292.500;Uppercut (gancho)
21:17:45;581.250;723.125;176.250;Uppercut (gancho)
21:17:45;465.625;681.250;69.375;Uppercut (gancho)
21:17:46;360.625;635.625;-32.500;Uppercut (gancho)
21:17:46;278.125;603.750;-88.750;Uppercut (gancho)
21:17:46;2.110.000;585.000;-102.500;Uppercut (gancho)
21:17:46;2.025.625;572.500;-140.000;Uppercut (gancho)
21:17:46;1.952.500;536.250;-218.125;Uppercut (gancho)
21:17:46;1.894.375;481.875;-270.000;Uppercut (gancho)
21:17:46;1.838.125;423.125;-278.750;Uppercut (gancho)
21:17:46;1.795.000;355.625;-293.125;Uppercut (gancho)
21:17:46;1.770.625;290.625;-331.875;Uppercut (gancho)
21:17:46;1.744.375;230.000;-407.500;Uppercut (gancho)
21:17:47;1.716.875;196.875;-485.000;Uppercut (gancho)
21:17:47;1.683.750;173.750;-515.625;Uppercut (gancho)
21:17:47;1.655.000;147.500;-438.125;Uppercut (gancho)
21:17:47;1.653.750;84.375;-379.375;Uppercut (gancho)
21:17:47;1.641.875;30.625;-319.375;Uppercut (gancho)
21:17:47;1.630.625;11.250;-266.875;Uppercut (gancho)
21:17:47;1.627.500;-0.4375;-243.750;Uppercut (gancho)
21:17:47;1.617.500;-29.375;-213.750;Uppercut (gancho)
21:17:47;1.612.500;-30.625;-193.750;Uppercut (gancho)
21:17:47;1.617.500;-38.125;-189.375;Uppercut (gancho)
21:17:48;1.622.500;-43.125;-176.875;Uppercut (gancho)
21:17:48;1.621.250;-39.375;-173.125;Uppercut (gancho)
21:17:48;1.616.250;-34.375;-151.250;Uppercut (gancho)
21:17:48;1.613.125;-27.500;-119.375;Uppercut (gancho)
21:17:48;1.610.000;-22.500;-101.250;Uppercut (gancho)
21:17:48;1.623.750;-15.000;-87.500;Uppercut (gancho)
21:17:48;1.620.625;-11.875;-68.125;Uppercut (gancho)
21:17:48;1.615.000;-12.500;-41.250;Uppercut (gancho)
21:17:48;1.607.500;-10.000;-25.625;Uppercut (gancho)
21:17:48;1.602.500;-0.8125;-21.250;Uppercut (gancho)
21:17:49;1.599.375;-0.6875;-23.750;Uppercut (gancho)
21:17:49;1.597.500;-0.5625;-16.875;Uppercut (gancho)
21:17:49;1.595.625;-0.5000;-12.500;Uppercut (gancho)
21:17:49;1.591.875;-0.4375;-0.9375;Uppercut (gancho)
21:17:49;1.587.500;-0.3750;-0.6875;Uppercut (gancho)
21:17:49;1.581.875;-0.3750;-0.5000;Uppercut (gancho)
21:17:49;1.580.625;-0.3750;-0.3125;Uppercut (gancho)
21:17:49;1.576.875;-0.3125;-0.1875;Uppercut (gancho)
21:17:49;1.573.125;-0.3125;-0.1250;Uppercut (gancho)
21:17:49;1.570.000;-0.3125;0.0000;Uppercut (gancho)
21:17:50;1.568.750;-0.2500;0.0000;Uppercut (gancho)
21:17:50;1.566.875;-0.2500;0.0625;Uppercut (gancho)
21:17:50;1.563.125;-0.2500;0.1250;Uppercut (gancho)
21:17:50;1.561.250;-0.2500;0.1875;Uppercut (gancho)
21:17:50;1.556.875;-0.2500;0.2500;Uppercut (gancho)
21:17:50;1.555.625;-0.2500;0.3125;Uppercut (gancho)
21:17:50;1.555.000;-0.2500;0.3125;Uppercut (gancho)
21:17:50;1.553.750;-0.2500;0.3750;Uppercut (gancho)
21:17:50;1.550.625;-0.2500;0.3750;Uppercut (gancho)
21:17:50;1.549.375;-0.2500;0.4375;Uppercut (gancho)
21:17:51;1.547.500;-0.2500;0.4375;Uppercut (gancho)
21:17:51;1.546.875;-0.2500;0.4375;Uppercut (gancho)
21:17:51;1.545.625;-0.2500;0.4375;Uppercut (gancho)
21:17:51;1.544.375;-0.2500;0.4375;Uppercut (gancho)
21:17:51;1.542.500;-0.2500;0.4375;Uppercut (gancho)
21:17:51;1.541.250;-0.2500;0.4375;Uppercut (gancho)
21:17:51;1.541.250;-0.2500;0.4375;Uppercut (gancho)
21:17:51;1.541.250;-0.2500;0.4375;Uppercut (gancho)
21:17:51;1.540.000;-0.2500;0.4375;Uppercut (gancho)
21:17:52;1.539.375;-0.2500;0.4375;Uppercut (gancho)
21:17:52;1.539.375;-0.2500;0.4375;Uppercut (gancho)
21:17:52;1.539.375;-0.2500;0.4375;Uppercut (gancho)
21:17:52;1.539.375;-0.2500;0.4375;Uppercut (gancho)
21:17:52;1.539.375;-0.2500;0.4375;Uppercut (gancho)
21:17:52;1.539.375;-0.2500;0.4375;Uppercut (gancho)
21:17:52;1.539.375;-0.2500;0.4375;Uppercut (gancho)
21:17:52;1.539.375;-0.2500;0.4375;Uppercut (gancho)
21:17:52;1.539.375;-0.2500;0.4375;Uppercut (gancho)
