Id;Tempo;aX;aY;aZ;Punch Type
664;21:04:56;1.280.000;0.3750;10.625;Jab
665;21:04:56;1.280.000;0.3750;10.625;Jab
666;21:06:59;0.0000;0.0000;0.0000;Jab
667;21:06:59;0.0000;0.0000;0.0000;Jab
668;21:06:59;0.0000;0.0000;0.0000;Jab
669;21:06:59;0.0000;0.0000;0.0000;Jab
670;21:06:59;0.0000;0.0000;0.0000;Jab
671;21:06:59;0.0000;0.0000;0.0000;Jab
672;21:06:59;821.250;27.500;-740.625;Jab
673;21:06:59;820.000;38.750;-709.375;Jab
674;21:07:00;820.000;41.875;-689.375;Jab
675;21:07:00;818.125;46.250;-669.375;Jab
676;21:07:00;816.250;51.250;-653.750;Jab
677;21:07:00;810.625;53.125;-641.875;Jab
678;21:07:00;2.500.625;45.625;-635.000;Jab
679;21:07:00;2.512.500;45.000;-625.000;Jab
680;21:07:00;2.540.625;40.000;-633.750;Jab
681;21:07:00;2.560.625;40.625;-640.625;Jab
682;21:07:00;2.575.625;40.000;-641.875;Jab
683;21:07:01;2.583.125;41.250;-635.625;Jab
684;21:07:01;2.583.750;53.750;-633.125;Jab
685;21:07:01;2.583.750;70.000;-646.875;Jab
686;21:07:01;2.587.500;81.875;-668.125;Jab
687;21:07:01;2.592.500;81.250;-703.750;Jab
688;21:07:01;2.581.250;98.125;-736.875;Jab
689;21:07:01;2.544.375;129.375;-766.875;Jab
690;21:07:01;2.489.375;176.875;-778.750;Jab
691;21:07:01;2.420.000;278.125;-723.750;Jab
692;21:07:01;2.352.500;423.750;-619.375;Jab
693;21:07:02;2.250.000;555.625;-371.250;Jab
694;21:07:02;2.138.125;574.375;-23.750;Jab
695;21:07:02;1.978.750;533.125;225.625;Jab
696;21:07:02;1.773.125;420.625;298.125;Jab
697;21:07:02;1.650.625;319.375;180.000;Jab
698;21:07:02;1.571.250;241.875;-41.250;Jab
699;21:07:02;1.541.875;168.750;-160.000;Jab
700;21:07:02;1.545.000;119.375;-208.750;Jab
701;21:07:02;1.569.375;102.500;-196.250;Jab
702;21:07:02;1.576.250;68.750;-217.500;Jab
703;21:07:03;1.588.750;34.375;-231.875;Jab
704;21:07:03;1.590.625;13.750;-223.750;Jab
705;21:07:03;1.590.625;0.2500;-211.250;Jab
706;21:07:03;1.600.000;-0.3750;-224.375;Jab
707;21:07:03;1.581.875;-12.500;-202.500;Jab
708;21:07:03;1.568.125;-10.000;-158.750;Jab
709;21:07:03;1.556.250;-0.2500;-107.500;Jab
710;21:07:03;1.553.125;0.1875;-58.125;Jab
711;21:07:03;1.545.000;0.8125;-30.000;Jab
712;21:07:03;1.533.750;0.8125;-17.500;Jab
713;21:07:04;1.523.125;0.5625;-0.8125;Jab
714;21:07:04;1.513.125;0.5000;-0.5625;Jab
715;21:07:04;1.503.750;0.5000;-0.8125;Jab
716;21:07:04;1.495.625;0.4375;-0.6250;Jab
717;21:07:04;1.490.000;0.3750;-0.3750;Jab
718;21:07:04;1.483.750;0.3125;-0.2500;Jab
719;21:07:04;1.478.125;0.2500;-0.0625;Jab
720;21:07:04;1.473.125;0.2500;0.0000;Jab
721;21:07:04;1.466.250;0.1875;0.1250;Jab
722;21:07:04;1.461.250;0.1250;0.1875;Jab
723;21:07:05;1.456.250;0.1250;0.2500;Jab
724;21:07:05;1.451.250;0.1250;0.3125;Jab
725;21:07:05;1.447.500;0.0625;0.3750;Jab
726;21:07:05;1.441.250;0.0625;0.4375;Jab
727;21:07:05;1.440.000;0.0625;0.5000;Jab
728;21:07:05;1.438.125;0.0000;0.5625;Jab
729;21:07:05;1.435.000;0.0000;0.5625;Jab
730;21:07:05;1.433.750;0.0000;0.6250;Jab
731;21:07:05;1.430.000;0.0000;0.6875;Jab
732;21:07:05;1.429.375;0.0000;0.6875;Jab
733;21:07:06;1.426.875;0.0000;0.7500;Jab
734;21:07:06;1.426.250;0.0000;0.7500;Jab
735;21:07:06;1.424.375;0.0000;0.7500;Jab
736;21:07:06;1.423.750;0.0000;0.7500;Jab
737;21:07:06;1.423.750;0.0000;0.7500;Jab
738;21:07:06;1.423.125;0.0000;0.7500;Jab
739;21:07:06;1.422.500;0.0000;0.7500;Jab
740;21:07:06;1.422.500;0.0000;0.7500;Jab
741;21:07:06;1.422.500;0.0000;0.7500;Jab
742;21:07:06;1.421.875;0.0000;0.7500;Jab
743;21:07:07;1.421.250;0.0000;0.7500;Jab
744;21:07:07;1.420.625;0.0000;0.7500;Jab
745;21:07:07;1.420.000;0.0000;0.7500;Jab
746;21:07:07;1.420.000;0.0000;0.7500;Jab
747;21:07:07;1.420.000;0.0000;0.7500;Jab
748;21:07:07;1.420.000;0.0000;0.7500;Jab
749;21:07:07;1.420.000;0.0000;0.7500;Jab
750;21:10:50;0.0000;0.0000;0.0000;Uppercut (gancho)
751;21:10:50;0.0000;0.0000;0.0000;Uppercut (gancho)
752;21:10:50;0.0000;0.0000;0.0000;Uppercut (gancho)
753;21:10:50;0.0000;0.0000;0.0000;Uppercut (gancho)
754;21:10:50;0.0000;0.0000;0.0000;Uppercut (gancho)
755;21:10:50;0.0000;0.0000;0.0000;Uppercut (gancho)
756;21:10:51;1.242.500;710.625;463.750;Uppercut (gancho)
757;21:10:51;1.271.875;708.750;359.375;Uppercut (gancho)
758;21:10:51;1.288.750;707.500;301.250;Uppercut (gancho)
759;21:10:51;1.319.375;704.375;169.375;Uppercut (gancho)
760;21:10:51;1.323.750;702.500;141.875;Uppercut (gancho)
761;21:10:51;1.329.375;700.625;88.125;Uppercut (gancho)
762;21:10:51;1.333.750;704.375;43.750;Uppercut (gancho)
763;21:10:51;1.327.500;715.000;45.625;Uppercut (gancho)
764;21:10:51;1.317.500;727.500;57.500;Uppercut (gancho)
765;21:10:51;1.263.125;730.000;175.000;Uppercut (gancho)
766;21:10:52;1.166.250;706.875;348.750;Uppercut (gancho)
767;21:10:52;1.020.000;631.875;453.750;Uppercut (gancho)
768;21:10:52;2.690.625;542.500;509.375;Uppercut (gancho)
769;21:10:52;2.532.500;453.750;537.500;Uppercut (gancho)
770;21:10:52;2.353.750;349.375;481.875;Uppercut (gancho)
771;21:10:52;2.143.125;225.625;352.500;Uppercut (gancho)
772;21:10:52;1.952.500;128.125;170.000;Uppercut (gancho)
773;21:10:52;1.806.250;75.625;20.000;Uppercut (gancho)
774;21:10:52;1.673.750;76.875;-84.375;Uppercut (gancho)
775;21:10:52;1.600.000;70.625;-131.250;Uppercut (gancho)
776;21:10:53;1.558.750;46.250;-168.125;Uppercut (gancho)
777;21:10:53;1.533.125;12.500;-194.375;Uppercut (gancho)
778;21:10:53;1.521.250;-20.625;-226.875;Uppercut (gancho)
779;21:10:53;1.514.375;-34.375;-233.125;Uppercut (gancho)
780;21:10:53;1.519.375;-54.375;-221.250;Uppercut (gancho)
781;21:10:53;1.523.125;-60.625;-211.875;Uppercut (gancho)
782;21:10:53;1.542.500;-66.875;-196.250;Uppercut (gancho)
783;21:10:53;1.538.125;-65.625;-171.250;Uppercut (gancho)
784;21:10:53;1.526.250;-58.125;-127.500;Uppercut (gancho)
785;21:10:53;1.530.000;-50.000;-82.500;Uppercut (gancho)
786;21:10:54;1.536.250;-43.125;-46.875;Uppercut (gancho)
787;21:10:54;1.532.500;-34.375;-36.875;Uppercut (gancho)
788;21:10:54;1.523.125;-32.500;-33.125;Uppercut (gancho)
789;21:10:54;1.521.875;-28.125;-26.250;Uppercut (gancho)
790;21:10:54;1.520.000;-21.250;-16.875;Uppercut (gancho)
791;21:10:54;1.515.625;-17.500;-11.875;Uppercut (gancho)
792;21:10:54;1.511.875;-15.000;-0.8125;Uppercut (gancho)
793;21:10:54;1.506.875;-13.750;-0.5625;Uppercut (gancho)
794;21:10:54;1.505.625;-11.875;-0.3750;Uppercut (gancho)
795;21:10:55;1.502.500;-10.625;-0.1875;Uppercut (gancho)
796;21:10:55;1.500.000;-10.000;-0.0625;Uppercut (gancho)
797;21:10:55;1.500.000;-0.9375;0.0000;Uppercut (gancho)
798;21:10:55;1.496.250;-0.8125;0.0625;Uppercut (gancho)
799;21:10:55;1.493.750;-0.8125;0.1250;Uppercut (gancho)
800;21:10:55;1.492.500;-0.7500;0.1875;Uppercut (gancho)
801;21:10:55;1.491.250;-0.6875;0.2500;Uppercut (gancho)
802;21:10:55;1.489.375;-0.6250;0.3125;Uppercut (gancho)
803;21:10:55;1.487.500;-0.6250;0.3750;Uppercut (gancho)
804;21:10:55;1.485.625;-0.5625;0.3750;Uppercut (gancho)
805;21:10:56;1.485.000;-0.5625;0.4375;Uppercut (gancho)
806;21:10:56;1.483.125;-0.5625;0.4375;Uppercut (gancho)
807;21:10:56;1.482.500;-0.5000;0.5000;Uppercut (gancho)
808;21:10:56;1.481.875;-0.5000;0.5000;Uppercut (gancho)
809;21:10:56;1.480.625;-0.5000;0.5000;Uppercut (gancho)
810;21:10:56;1.480.625;-0.4375;0.5625;Uppercut (gancho)
811;21:10:56;1.480.000;-0.4375;0.5625;Uppercut (gancho)
812;21:10:56;1.480.000;-0.4375;0.5625;Uppercut (gancho)
813;21:10:56;1.479.375;-0.4375;0.5625;Uppercut (gancho)
814;21:10:56;1.479.375;-0.4375;0.5625;Uppercut (gancho)
815;21:10:57;1.479.375;-0.4375;0.5625;Uppercut (gancho)
816;21:10:57;1.479.375;-0.4375;0.5625;Uppercut (gancho)
817;21:10:57;1.479.375;-0.4375;0.5625;Uppercut (gancho)
818;21:10:57;1.479.375;-0.4375;0.5625;Uppercut (gancho)
819;21:10:57;1.479.375;-0.4375;0.5625;Uppercut (gancho)
820;21:10:57;1.479.375;-0.4375;0.5625;Uppercut (gancho)
821;21:10:57;1.479.375;-0.4375;0.5625;Uppercut (gancho)
822;21:10:57;1.479.375;-0.4375;0.5625;Uppercut (gancho)
823;21:11:51;0.0000;0.0000;0.0000;Uppercut (gancho)
824;21:11:51;0.0000;0.0000;0.0000;Uppercut (gancho)
825;21:11:51;0.0000;0.0000;0.0000;Uppercut (gancho)
826;21:11:51;0.0000;0.0000;0.0000;Uppercut (gancho)
827;21:11:51;0.0000;0.0000;0.0000;Uppercut (gancho)
828;21:11:51;0.0000;0.0000;0.0000;Uppercut (gancho)
829;21:11:51;1.538.750;833.750;49.375;Uppercut (gancho)
830;21:11:51;1.493.750;821.250;610.625;Uppercut (gancho)
831;21:11:51;1.404.375;765.625;708.750;Uppercut (gancho)
832;21:11:51;1.271.250;657.500;695.000;Uppercut (gancho)
833;21:11:52;1.088.125;482.500;649.375;Uppercut (gancho)
834;21:11:52;906.250;255.625;581.250;Uppercut (gancho)
835;21:11:52;751.250;48.125;516.875;Uppercut (gancho)
836;21:11:52;592.500;-130.000;413.750;Uppercut (gancho)
837;21:11:52;432.500;-273.750;174.375;Uppercut (gancho)
838;21:11:52;306.250;-307.500;-68.750;Uppercut (gancho)
839;21:11:52;1.980.000;-248.750;-218.125;Uppercut (gancho)
840;21:11:52;1.924.375;-158.750;-304.375;Uppercut (gancho)
841;21:11:52;1.857.500;-51.875;-306.875;Uppercut (gancho)
842;21:11:53;1.799.375;-30.625;-268.750;Uppercut (gancho)
843;21:11:53;1.730.000;-38.750;-225.625;Uppercut (gancho)
844;21:11:53;1.685.625;-76.250;-183.125;Uppercut (gancho)
845;21:11:53;1.660.625;-100.625;-157.500;Uppercut (gancho)
846;21:11:53;1.653.125;-123.750;-171.875;Uppercut (gancho)
847;21:11:53;1.650.000;-121.875;-173.125;Uppercut (gancho)
848;21:11:53;1.650.000;-136.875;-150.625;Uppercut (gancho)
849;21:11:53;1.651.250;-158.125;-105.000;Uppercut (gancho)
850;21:11:53;1.635.000;-156.250;-72.500;Uppercut (gancho)
851;21:11:53;1.622.500;-140.625;-40.000;Uppercut (gancho)
852;21:11:54;1.617.500;-128.125;-0.6250;Uppercut (gancho)
853;21:11:54;1.612.500;-111.250;23.750;Uppercut (gancho)
854;21:11:54;1.602.500;-110.000;18.125;Uppercut (gancho)
855;21:11:54;1.598.750;-108.125;11.250;Uppercut (gancho)
856;21:11:54;1.593.125;-93.125;11.250;Uppercut (gancho)
857;21:11:54;1.588.750;-69.375;12.500;Uppercut (gancho)
858;21:11:54;1.580.625;-51.250;13.750;Uppercut (gancho)
859;21:11:54;1.570.625;-40.625;13.750;Uppercut (gancho)
860;21:11:54;1.561.875;-33.125;13.750;Uppercut (gancho)
861;21:11:54;1.553.125;-28.125;14.375;Uppercut (gancho)
862;21:11:55;1.545.000;-24.375;14.375;Uppercut (gancho)
863;21:11:55;1.535.625;-21.250;14.375;Uppercut (gancho)
864;21:11:55;1.527.500;-19.375;14.375;Uppercut (gancho)
865;21:11:55;1.518.750;-17.500;14.375;Uppercut (gancho)
866;21:11:55;1.511.250;-16.250;14.375;Uppercut (gancho)
867;21:11:55;1.505.000;-15.000;14.375;Uppercut (gancho)
868;21:11:55;1.500.000;-13.750;14.375;Uppercut (gancho)
869;21:11:55;1.493.125;-13.125;14.375;Uppercut (gancho)
870;21:11:55;1.488.750;-12.500;14.375;Uppercut (gancho)
871;21:11:55;1.484.375;-11.875;15.000;Uppercut (gancho)
872;21:11:56;1.480.625;-11.250;15.000;Uppercut (gancho)
873;21:11:56;1.478.125;-10.625;15.000;Uppercut (gancho)
874;21:11:56;1.473.750;-10.000;15.000;Uppercut (gancho)
875;21:11:56;1.471.875;-0.9375;15.000;Uppercut (gancho)
876;21:11:56;1.468.750;-0.9375;15.000;Uppercut (gancho)
877;21:11:56;1.465.000;-0.8750;15.000;Uppercut (gancho)
878;21:11:56;1.463.125;-0.8750;15.000;Uppercut (gancho)
879;21:12:20;0.0000;0.0000;0.0000;Uppercut (gancho)
880;21:12:20;0.0000;0.0000;0.0000;Uppercut (gancho)
881;21:12:20;0.0000;0.0000;0.0000;Uppercut (gancho)
882;21:12:20;0.0000;0.0000;0.0000;Uppercut (gancho)
883;21:12:21;0.0000;0.0000;0.0000;Uppercut (gancho)
884;21:12:21;0.0000;0.0000;0.0000;Uppercut (gancho)
885;21:12:21;1.586.875;745.000;375.625;Uppercut (gancho)
886;21:12:21;1.536.250;757.500;416.875;Uppercut (gancho)
887;21:12:21;1.403.125;766.250;580.625;Uppercut (gancho)
888;21:12:21;1.183.125;718.750;682.500;Uppercut (gancho)
889;21:12:21;966.875;655.625;615.625;Uppercut (gancho)
890;21:12:21;711.250;573.125;399.375;Uppercut (gancho)
891;21:12:21;531.250;480.625;180.625;Uppercut (gancho)
892;21:12:21;391.250;365.625;-39.375;Uppercut (gancho)
893;21:12:22;274.375;252.500;-271.250;Uppercut (gancho)
894;21:12:22;1.853.125;194.375;-407.500;Uppercut (gancho)
895;21:12:22;1.798.750;154.375;-530.000;Uppercut (gancho)
896;21:12:22;1.759.375;129.375;-605.000;Uppercut (gancho)
897;21:12:22;1.728.125;100.625;-631.250;Uppercut (gancho)
898;21:12:22;1.696.250;82.500;-581.875;Uppercut (gancho)
899;21:12:22;1.661.250;61.875;-505.000;Uppercut (gancho)
900;21:12:22;1.631.875;33.750;-433.750;Uppercut (gancho)
901;21:12:22;1.606.875;0.3125;-361.250;Uppercut (gancho)
902;21:12:23;1.588.750;-22.500;-304.375;Uppercut (gancho)
903;21:12:23;1.570.625;-51.250;-252.500;Uppercut (gancho)
904;21:12:23;1.561.250;-76.250;-215.625;Uppercut (gancho)
905;21:12:23;1.560.000;-86.250;-167.500;Uppercut (gancho)
906;21:12:23;1.566.875;-84.375;-138.750;Uppercut (gancho)
907;21:12:23;1.579.375;-80.000;-83.750;Uppercut (gancho)
908;21:12:23;1.577.500;-78.750;-65.625;Uppercut (gancho)
909;21:12:23;1.560.000;-64.375;-38.125;Uppercut (gancho)
910;21:12:23;1.538.750;-51.875;-35.000;Uppercut (gancho)
911;21:12:23;1.528.125;-46.250;-35.625;Uppercut (gancho)
912;21:12:24;1.528.125;-41.875;-21.875;Uppercut (gancho)
913;21:12:24;1.525.000;-35.000;-0.6250;Uppercut (gancho)
914;21:12:24;1.520.000;-31.250;-0.1875;Uppercut (gancho)
915;21:12:24;1.512.500;-27.500;10.625;Uppercut (gancho)
916;21:12:24;1.509.375;-23.750;13.750;Uppercut (gancho)
917;21:12:24;1.504.375;-21.250;16.250;Uppercut (gancho)
918;21:12:24;1.500.625;-19.375;18.125;Uppercut (gancho)
919;21:12:24;1.495.625;-17.500;20.000;Uppercut (gancho)
920;21:12:24;1.490.000;-16.250;21.250;Uppercut (gancho)
921;21:12:24;1.485.000;-15.625;21.875;Uppercut (gancho)
922;21:12:25;1.482.500;-14.375;22.500;Uppercut (gancho)
923;21:12:25;1.479.375;-13.750;23.125;Uppercut (gancho)
924;21:12:25;1.476.250;-13.125;24.375;Uppercut (gancho)
925;21:12:25;1.472.500;-12.500;24.375;Uppercut (gancho)
926;21:12:25;1.470.000;-11.875;25.000;Uppercut (gancho)
927;21:12:25;1.468.125;-11.250;25.000;Uppercut (gancho)
928;21:12:25;1.466.250;-11.250;25.625;Uppercut (gancho)
929;21:12:25;1.466.250;-10.625;25.625;Uppercut (gancho)
930;21:12:25;1.462.500;-10.625;26.250;Uppercut (gancho)
931;21:12:25;1.462.500;-10.000;26.250;Uppercut (gancho)
932;21:12:26;1.461.250;-10.000;26.875;Uppercut (gancho)
933;21:12:26;1.459.375;-0.9375;26.875;Uppercut (gancho)
934;21:12:26;1.457.500;-0.9375;26.875;Uppercut (gancho)
935;21:12:26;1.453.750;-0.9375;26.875;Uppercut (gancho)
936;21:12:26;1.453.125;-0.8750;27.500;Uppercut (gancho)
937;21:12:26;1.452.500;-0.8750;27.500;Uppercut (gancho)
938;21:12:26;1.451.875;-0.8750;27.500;Uppercut (gancho)
939;21:12:26;1.451.875;-0.8750;27.500;Uppercut (gancho)
940;21:12:26;1.451.875;-0.8750;27.500;Uppercut (gancho)
941;21:12:26;1.451.875;-0.8750;27.500;Uppercut (gancho)
942;21:12:27;1.451.875;-0.8750;27.500;Uppercut (gancho)
943;21:12:27;1.451.875;-0.8750;27.500;Uppercut (gancho)
944;21:13:02;0.0000;0.0000;0.0000;Uppercut (gancho)
945;21:13:03;0.0000;0.0000;0.0000;Uppercut (gancho)
946;21:13:03;0.0000;0.0000;0.0000;Uppercut (gancho)
947;21:13:03;0.0000;0.0000;0.0000;Uppercut (gancho)
948;21:13:03;0.0000;0.0000;0.0000;Uppercut (gancho)
949;21:13:03;0.0000;0.0000;0.0000;Uppercut (gancho)
950;21:13:03;3.186.875;810.625;396.250;Uppercut (gancho)
951;21:13:03;3.181.250;808.125;408.750;Uppercut (gancho)
952;21:13:03;3.166.250;802.500;417.500;Uppercut (gancho)
953;21:13:03;3.113.125;788.750;458.125;Uppercut (gancho)
954;21:13:04;3.008.125;783.750;506.250;Uppercut (gancho)
955;21:13:04;2.870.000;771.250;518.750;Uppercut (gancho)
956;21:13:04;2.630.625;720.000;493.125;Uppercut (gancho)
957;21:13:04;2.371.875;642.500;387.500;Uppercut (gancho)
958;21:13:04;2.155.625;559.375;267.500;Uppercut (gancho)
959;21:13:04;2.015.625;488.750;118.750;Uppercut (gancho)
960;21:13:04;1.890.625;407.500;-28.750;Uppercut (gancho)
961;21:13:04;1.810.625;340.625;-156.875;Uppercut (gancho)
962;21:13:04;1.731.250;290.000;-288.125;Uppercut (gancho)
963;21:13:04;1.680.000;251.250;-396.875;Uppercut (gancho)
964;21:13:05;1.645.625;232.500;-448.125;Uppercut (gancho)
965;21:13:05;1.608.125;224.375;-468.125;Uppercut (gancho)
966;21:13:05;1.573.750;222.500;-435.000;Uppercut (gancho)
967;21:13:05;1.543.750;205.000;-370.000;Uppercut (gancho)
968;21:13:05;1.496.250;171.875;-285.000;Uppercut (gancho)
969;21:13:05;1.468.750;116.250;-211.875;Uppercut (gancho)
970;21:13:05;1.459.375;42.500;-180.625;Uppercut (gancho)
971;21:13:05;1.460.625;28.125;-122.500;Uppercut (gancho)
972;21:13:05;1.452.500;13.750;-106.250;Uppercut (gancho)
973;21:13:05;1.458.750;-11.875;-80.000;Uppercut (gancho)
974;21:13:06;1.468.750;-41.875;-76.875;Uppercut (gancho)
975;21:13:06;1.463.750;-53.750;-103.125;Uppercut (gancho)
976;21:13:06;1.460.000;-48.125;-106.875;Uppercut (gancho)
977;21:13:06;1.453.750;-42.500;-73.750;Uppercut (gancho)
978;21:13:06;1.446.875;-18.750;-17.500;Uppercut (gancho)
979;21:13:06;1.455.000;-18.750;-18.125;Uppercut (gancho)
980;21:13:06;1.470.625;-15.625;-0.6250;Uppercut (gancho)
981;21:13:06;1.481.250;-11.250;0.0625;Uppercut (gancho)
982;21:13:06;1.477.500;-11.250;0.4375;Uppercut (gancho)
983;21:13:06;1.476.875;-0.9375;13.750;Uppercut (gancho)
984;21:13:07;1.475.000;-0.8750;18.125;Uppercut (gancho)
985;21:13:07;1.473.750;-0.8125;22.500;Uppercut (gancho)
986;21:13:07;1.471.250;-0.7500;25.000;Uppercut (gancho)
987;21:13:07;1.469.375;-0.7500;26.875;Uppercut (gancho)
988;21:13:07;1.468.125;-0.6875;28.750;Uppercut (gancho)
989;21:13:07;1.466.250;-0.6875;30.000;Uppercut (gancho)
990;21:13:07;1.465.000;-0.6875;31.250;Uppercut (gancho)
991;21:13:07;1.463.125;-0.6250;32.500;Uppercut (gancho)
992;21:13:07;1.461.250;-0.6250;33.750;Uppercut (gancho)
993;21:13:07;1.460.625;-0.6250;33.750;Uppercut (gancho)
994;21:13:08;1.459.375;-0.6250;35.000;Uppercut (gancho)
995;21:13:08;1.458.125;-0.6250;35.000;Uppercut (gancho)
996;21:13:55;0.0000;0.0000;0.0000;Uppercut (gancho)
997;21:13:55;0.0000;0.0000;0.0000;Uppercut (gancho)
998;21:13:55;0.0000;0.0000;0.0000;Uppercut (gancho)
999;21:13:55;0.0000;0.0000;0.0000;Uppercut (gancho)
1000;21:13:55;0.0000;0.0000;0.0000;Uppercut (gancho)
1001;21:13:55;0.0000;0.0000;0.0000;Uppercut (gancho)
1002;21:13:56;627.500;586.875;-60.625;Uppercut (gancho)
1003;21:13:56;708.125;588.125;-39.375;Uppercut (gancho)
1004;21:13:56;780.000;564.375;-11.250;Uppercut (gancho)
1005;21:13:56;813.125;569.375;-14.375;Uppercut (gancho)
1006;21:13:56;841.250;584.375;-37.500;Uppercut (gancho)
1007;21:13:56;826.875;588.125;-31.875;Uppercut (gancho)
1008;21:13:56;2.711.875;586.875;-27.500;Uppercut (gancho)
1009;21:13:56;2.708.750;586.875;-20.625;Uppercut (gancho)
1010;21:13:56;2.695.000;608.125;0.0000;Uppercut (gancho)
1011;21:13:56;2.663.125;608.125;36.250;Uppercut (gancho)
1012;21:13:57;2.626.875;637.500;91.875;Uppercut (gancho)
1013;21:13:57;2.542.500;641.250;151.250;Uppercut (gancho)
1014;21:13:57;2.393.125;600.625;193.750;Uppercut (gancho)
1015;21:13:57;2.216.875;534.375;180.625;Uppercut (gancho)
1016;21:13:57;1.996.875;431.875;77.500;Uppercut (gancho)
1017;21:13:57;1.793.750;332.500;-41.250;Uppercut (gancho)
1018;21:13:57;1.588.125;255.625;-206.250;Uppercut (gancho)
1019;21:13:57;1.420.625;218.125;-382.500;Uppercut (gancho)
1020;21:13:57;1.274.375;220.625;-551.250;Uppercut (gancho)
1021;21:13:58;1.180.625;242.500;-646.875;Uppercut (gancho)
1022;21:13:58;1.103.125;270.625;-669.375;Uppercut (gancho)
1023;21:13:58;1.036.875;290.000;-659.375;Uppercut (gancho)
1024;21:13:58;985.625;318.750;-598.125;Uppercut (gancho)
1025;21:13:58;974.375;335.000;-513.750;Uppercut (gancho)
1026;21:13:58;986.875;320.625;-395.625;Uppercut (gancho)
1027;21:13:58;1.020.000;270.000;-313.750;Uppercut (gancho)
1028;21:13:58;1.058.125;225.000;-258.125;Uppercut (gancho)
1029;21:13:58;1.093.125;198.125;-221.250;Uppercut (gancho)
1030;21:13:58;1.135.000;173.125;-201.875;Uppercut (gancho)
1031;21:13:59;1.178.125;147.500;-207.500;Uppercut (gancho)
1032;21:13:59;1.215.625;123.125;-240.625;Uppercut (gancho)
1033;21:13:59;1.235.625;116.875;-226.250;Uppercut (gancho)
1034;21:13:59;1.257.500;90.625;-213.750;Uppercut (gancho)
1035;21:13:59;1.286.250;71.875;-203.125;Uppercut (gancho)
1036;21:13:59;1.298.750;70.625;-198.125;Uppercut (gancho)
1037;21:13:59;1.306.250;74.375;-134.375;Uppercut (gancho)
1038;21:13:59;1.322.500;84.375;-73.750;Uppercut (gancho)
1039;21:13:59;1.341.250;90.000;0.6875;Uppercut (gancho)
1040;21:13:59;1.350.000;80.000;0.8125;Uppercut (gancho)
1041;21:14:00;1.360.625;58.750;0.8750;Uppercut (gancho)
1042;21:14:00;1.373.125;43.125;0.8750;Uppercut (gancho)
1043;21:14:00;1.380.625;33.750;0.8750;Uppercut (gancho)
1044;21:14:00;1.388.125;27.500;0.8750;Uppercut (gancho)
1045;21:14:00;1.395.000;23.125;0.9375;Uppercut (gancho)
1046;21:14:00;1.403.750;20.000;0.9375;Uppercut (gancho)
1047;21:14:00;1.411.875;17.500;0.9375;Uppercut (gancho)
1048;21:14:00;1.419.375;15.625;0.9375;Uppercut (gancho)
1049;21:14:00;1.426.250;14.375;0.9375;Uppercut (gancho)
1050;21:14:00;1.432.500;13.125;0.9375;Uppercut (gancho)
1051;21:14:01;1.438.750;11.875;0.9375;Uppercut (gancho)
1052;21:14:01;1.444.375;11.250;0.9375;Uppercut (gancho)
1053;21:14:01;1.450.625;10.625;0.9375;Uppercut (gancho)
1054;21:14:01;1.455.625;10.000;0.9375;Uppercut (gancho)
1055;21:14:01;1.459.375;0.9375;0.9375;Uppercut (gancho)
1056;21:14:01;1.465.000;0.8750;0.9375;Uppercut (gancho)
1057;21:14:01;1.468.125;0.8125;0.8750;Uppercut (gancho)
1058;21:14:01;1.471.875;0.8125;0.9375;Uppercut (gancho)
1059;21:14:01;1.475.000;0.7500;0.8750;Uppercut (gancho)
1060;21:14:01;1.475.625;0.7500;0.8750;Uppercut (gancho)
1061;21:14:02;1.476.250;0.7500;0.8750;Uppercut (gancho)
1062;21:14:02;1.478.125;0.7500;0.8750;Uppercut (gancho)
1063;21:14:02;1.480.000;0.7500;0.8750;Uppercut (gancho)
1064;21:14:02;1.481.250;0.7500;0.8750;Uppercut (gancho)
1065;21:14:27;0.0000;0.0000;0.0000;Uppercut (gancho)
1066;21:14:27;0.0000;0.0000;0.0000;Uppercut (gancho)
1067;21:14:27;0.0000;0.0000;0.0000;Uppercut (gancho)
1068;21:14:27;0.0000;0.0000;0.0000;Uppercut (gancho)
1069;21:14:28;0.0000;0.0000;0.0000;Uppercut (gancho)
1070;21:14:28;0.0000;0.0000;0.0000;Uppercut (gancho)
1071;21:14:28;1.495.000;812.500;409.375;Uppercut (gancho)
1072;21:14:28;1.488.125;812.500;430.000;Uppercut (gancho)
1073;21:14:28;1.475.625;813.750;426.250;Uppercut (gancho)
1074;21:14:28;1.464.375;838.125;48.125;Uppercut (gancho)
1075;21:14:28;1.425.000;861.250;1.762.500;Uppercut (gancho)
1076;21:14:28;1.326.875;806.250;1.548.125;Uppercut (gancho)
1077;21:14:28;968.750;713.750;1.181.875;Uppercut (gancho)
1078;21:14:29;655.625;612.500;741.250;Uppercut (gancho)
1079;21:14:29;489.375;485.625;484.375;Uppercut (gancho)
1080;21:14:29;2.421.250;346.250;374.375;Uppercut (gancho)
1081;21:14:29;2.362.500;215.000;292.500;Uppercut (gancho)
1082;21:14:29;2.326.250;79.375;213.750;Uppercut (gancho)
1083;21:14:29;2.328.750;-82.500;122.500;Uppercut (gancho)
1084;21:14:29;2.326.250;-237.500;27.500;Uppercut (gancho)
1085;21:14:29;2.273.750;-392.500;-197.500;Uppercut (gancho)
1086;21:14:29;2.184.375;-406.875;-516.875;Uppercut (gancho)
